epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.6432,1.16394,2.76954,1.53968,0.00563,1,0.76703,0.36204,1.23364,3.18131,1.77557,0.00038341,0.00038341,0.00038341
